Name,Green Goods,Manufacturing Trade
Jan 2022,100,100
Feb 2022,99.92767526,99.9816952
Mar 2022,100.0910988,100.0048866
Apr 2022,100.7038476,100.2045993
May 2022,101.6854616,100.5204585
Jun 2022,102.6642147,100.8544417
Jul 2022,103.2097346,100.8854562
Aug 2022,103.5449853,100.7210885
Sep 2022,103.6216012,100.2853516
Oct 2022,103.7443477,99.96851632
Nov 2022,103.9874268,99.91619912
Dec 2022,104.2807487,99.47233782
